,id,name,releaseDate,type,currentLowestPrice,currency,availability,price,seller,url
78,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,47.36,Kinguin,https://www.kinguin.net/category/96982/minecraft-dungeons-ultimate-edition-steam-altergift
79,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,47.95,G2Play,https://www.g2play.net/category/96982/minecraft-dungeons-ultimate-edition-steam-altergift
80,minecraft-dungeons-ultimate-edition,Minecraft Dungeons Ultimate Edition,2021-09-22,pack,32.11,USD,OnlineOnly,48.12,G2A,https://www.g2a.com/minecraft-dungeons-ultimate-edition-pc-steam-gift-global-i10000190194027
81,minecraft-for-windows-10-starter-collection,Minecraft - Windows 10 Starter Collection,2018-10-09,pack,29.99,USD,OnlineOnly,29.99,Green Man Gaming,https://greenmangaming.sjv.io/c/1406679/1281797/15105
82,minecraft-for-windows-10-starter-collection,Minecraft - Windows 10 Starter Collection,2018-10-09,pack,29.99,USD,OnlineOnly,33.46,Eneba,https://www.eneba.com/windows-store-minecraft-starter-collection-windows-10-store-key-global
83,minecraft-legends,,,game,,,,,,
84,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,14.99,Amazon.com,https://www.amazon.com/gp/product/B0713TWG14
85,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,25.83,Kinguin,https://www.kinguin.net/category/27760/minecraft-story-mode-adventure-pass-dlc-steam-cd-key
86,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,26.34,G2Play,https://www.g2play.net/category/27760/minecraft-story-mode-adventure-pass-dlc-steam-cd-key
87,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,28.6,GAMIVO,https://www.gamivo.com/product/minecraft-story-mode-adventure-pass
88,minecraft-story-mode-adventure-pass,Minecraft: Story Mode - Adventure Pass,2016-06-07,dlc,14.99,USD,OnlineOnly,30.09,Eneba,https://www.eneba.com/steam-minecraft-story-mode-adventure-pass-dlc-steam-key-global
